dataset,obs_dim,pred_space,loss_space,steps,tau,seed,final_val_x_mse,final_val_v_mse,final_mmd,x_mse_mean,v_mse_mean,mmd_2d,final_train_loss
8gaussians,2,x,v,1,0.0,42,4.716903228312731,6.64709597826004,0.3287672996520996,4.590155381709337,6.43826749920845,0.3287672996520996,15.991460800170898
8gaussians,8,x,v,1,0.0,42,1.1744029461406171,1.6479530483484268,0.33135664463043213,1.1677621244452894,1.6359442099928856,0.33135664463043213,3.1039443016052246
8gaussians,16,x,v,1,0.0,42,0.5902602397836745,0.8339569866657257,0.3334256410598755,0.5886050744447857,0.8343175463378429,0.3334256410598755,0.8114303350448608
8gaussians,64,x,v,1,0.0,42,0.1465756517718546,0.20683795493096113,0.33505773544311523,0.14535937970504165,0.20425856672227383,0.33505773544311523,1.6788729429244995
8gaussians,256,x,v,1,0.0,42,0.037370760532212444,0.052582889096811414,0.3300797939300537,0.036526437688735314,0.05125636258162558,0.3300797939300537,0.08687862753868103
